begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	shard	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
934	522	1605	1118	-4029061759496275370	224371874673975058	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms154	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown.ms0787	455	كان -من --ال ----بن- --اسحا--ق و--في--ما-- ----وصفها--- -به بنبا---يش وطرونش -ا-لفي--لسوفان فانها لم تزل ذات ----وهرج مذ كانت اما بمحاربة الاباعد لاهلها واما بمحاربة اهلها بعضهم بعضا وكانوا في القديم اذ-----ا--- الجوع والوباء داووا ذلك بهرق دماء الناس فكانوا يذبحون امام الهتهم -علي مذابح اوثانهم الصبيان والاطفال الذين قد يرحم مثلهم ويحن عليهم العدو الحنق وكانوا يرون هرق دماءهم قربانا واني لافكر في سبب فعلهم وفي العلة الضامة لهم اليه فينقضي تعجبي دونه اذ قويت شياطينهم علي تزيين مثل ذلك لهم واذ انقادوا لهم فيه لان المعروف للشياطين ان تخدع الناس فيما شاكل شهواتهم ويوافق اهواءهم فاما ان تزين لهم مداواة الوباء بقتل الناس وهرق دماء الاطفال حتي يصير فعلهم اضر من الوباء الذي يش-كونه فان---ه غريب من اقتياد الناس للشياطين	كان سبب خراب قرطاجنة وذكر اورشيوش في كتابه بنيت قرطاجنة قبل بنيان مدينة رومة باثنتين وسبعين -سنة ولم تزل ذات هرج ومرج مذ كانت اما لمحاربة الاباعد -اهلها -ا-و لمحاربة اهلها بعضهم بعضا وكانوا في القديم اذا انتابهم الجوع والوبا- داووا ذلك بهرق دماء الناس فكانوا يذبحون امام الهتهم وعلي مذ-بح اوثانهم الصبيان والاطفال الذين قد يرحم مثلهم ويحن عليهم العدو------ وكانوا يرون هرق دماءهم قربانا قال والعجب ان المعروف ان الشياطين انما تخدع الناس فيما يشاكل ---------------------------------------------------------------------------------------------------------------شهواتهم ويوافق اهواءهم فاما ان تزين لهم مداواة الوبا- بقتل الناس وهرق دماء الاطفال حتي يصير فعلهم اضر من الوبا- الذي يشتكونه فان ذلك غريب من انقياد الناس للشياطين	154	787	0	-1418658602471152488	2872129159564399027	368	721	63.10679626464844	62	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown
1	1059	422	1491	-4029061759496275370	224371874673975058	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms155	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown.ms0787	351	من ملكها -لهم ----و----قد ذ-ك--ر ب--نبا--ي-ش الفيلسوف ويشبيش الفيلسوف ان الهة اهل قرطاجنة في ذلك الزمان غضبت عليهم من سبب ذلك القربان وكانوا اذ ذلك قد حاربوا اهل صقلية حروبا كثيرة نكبوا فيها ثم حاربوا سردانية فنكبوا ايضا فاذ ذلك ردوا حردهم علي قاءدهم الذي كان صاحب حربهم واسمه اميزيه فنفوه ومن كان معه من اهل عسكره فلما طلب اولءك المنفيون اليهم ان يردوهم من النفي ولم يفعلوا اقبلوا لمحاربتهم وحصار-- مدينتهم واذ ذلك --خرج الي اميزي-ه- ولده الذي	من الوبا الذي يشتكونه فان ذلك غريب من انقياد ال-ناس للشياطين -وقال-وا ان الهة اهل قرطاجنة في ذلك الزمان سخطت عليهم من سبب ذلك القربان وكانوا اذ ذاك قد حاربوا ---بصقلية حروبا كثيرة فتكوا فيها ثم حاربوا سردانية فنكبو-----ا فاذ ذاك ردوا عودهم علي قاءدهم الذي كان صاحب حربهم واسمه ام-روه فنفوه ومن كان معه من اهل عسكره فلما طلب اولءك المنفيون اليهم ان يردوهم من النفي فلم يفعلوا اقبلوا لمحاربتهم ومحاربة مدينتهم _ قزوين ببلاد الديلم بينها وبين الري	155	787	0	5668577132884713926	2872129159564399027	279	444	79.0540542602539	53	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown
469	569	1158	1519	-4029061759496275370	224371874673975058	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms030	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown.ms0615	346	-د--ه -الي من--تهي --ع--مره- ار-بعماءة -وار--ب--ع-ين ---سنة فالق بن عا----بر لما بل-غ من العمر ما-ءة وثل-اثي----ن سن-ة ----ولد --له را-غو وفي --زم---انه بني-- ---ا--لم-جدل و-ذل--ك ----ان بني- ا---دم لما كثروا ونموا توقعوا ان ي-عو--د --عليهم--- طوفان --ا-خر- -فيهل------كهم -فا-جتمعوا -وادا-روا-- رايا --ان ----يبنوا-- بن-يانا يعتصمون-- -فيه وجمعهم علي -ذلك --نمروذ -بن- كنعان ----ال-جب----ار -فبنوه ---حتي--- ---------انتهي طوله خمسة الاف باع وماءة وسبعين باعا وكان اسفله اوسع من اعلاه وكانت فيه محاريب -----وم-----قاصير وم-ساكن- --عجيب-------ة -من -الرخام --م--زينة بال---جوهر و--ال--ذه-ب -وكثير- ما -يكا-----د --سامعه يصدق- -----به علي -ما حكته -كتب ال--فل-اسفة وقد ا--تي --ذكر ذل-ك في ا-لتوراة فبلبل الله الس-نتهم حت-ي -صار --لا يفهم- ال-رجل- الر--جل وت-فرقوا -لغا----ت شتي بعد -ما كانوا -لس---ان-----ا و--ا-حدا -وا--مة -واحدة فصاروا ---ا--مما ---وشعوب-ا -والسنة--- -وسمي --المكان ب-ابيل و-بع-د ----البلبلة -انت---قل --نم--روذ ا-ل--ي --ناحية --ار-ض -فا	مدينة بالي-من بقرب صنعاء وهي خراب كانت لعمرو بن عامر مزيقيا صاحب سد مارب وبناءها كلها من رخام وباقية اهلها يزعمون انها بنيت في عشية واحدة وفي كلام لحمير بنينا صرواح ومرواح وقيل ان سليمان عليه السلام كان امر الجن ان تبنيه لبلقيس وفيه كانت مملكة خولان _ الصرح هو البناء الذي بناه نمرود بن قاش بارض بابل وكان ملك خمسماءة سنة وهو ملك النبط وفي- -زمانه فرق الله الالسنة وبني الصرح بعد البلبلة وهو البناء الذي يسمي المجدل وكان ارتفاعه خمسة الاف باع وماءة وسبعين باعا وكان اسفله اوسع من اعلاه وكانت فيه محاريب عجيبة من فاءق الرخام مزينة بالذهب والجوهر وما لا يكاد سامعه يصدق الخبر عنه ويقال انه بناه بارض فارس لانه بعد البلبلة انتقل عن بابل الي ارض فارس وفرض علي الناس عبادة النار قالوا ولما ظن انه اسند الصرح ا-لي السماء وارتقي فوقه ينظر بزعمه الي اله ابراهيم اتي الله بنيانه من القواعد فخر عليهم السقف من فوقهم واتاهم العذاب من حيث لا يشعرون فيقال عند ذلك تبلبلت الالسنة من الفزع فتكلموا- بثلاثة وسبعين لسانا فلذلك سميت بابل وانما كان اللسان سريانيا ونمرود هذا	30	615	0	7649697360082059628	-3779626877382912827	232	955	36.23036575317383	16	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0900IbnCabdMuncimHimyari.RawdMictar.Shamela0001043-ara1.mARkdown
