begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	shard	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
233	270	1369	1528	-4029061759496275370	5514951789561881932	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms148	0845Maqrizi.IghathaUmma.Kraken210223142017-ara1.ms02	1035	-رو--م-ة ---ق--ال- ---ه---روشيوش لا تزال الامور السالفة كل ما كانت اصعب ع---من شاهدها كانت اطرف عند من سمعها وكذلك لا تزال الحال المستقبلة تتصور في الوهم خيرا من الحال- الحاضرة لان ملالة الحال- الحاضرة تزين في الوهم الحال- المستقبلة ولذلك لا يزال الحاضر ابدا منقوصا حقه مجحودا قدره لان القليل من شره ينزل كثيرا اذ القليل من المشاهدة ارسخ من الكثير من الخبر واذ مقاساة اليسير من الشدة اشق علي النفس من تذكر الكثير مما فرط منها كمث-ل رجل ----ارقته البراغيث ليلة فتذكر بذلك لياليا فارطة ارقته فيها حرارة الموم وحمي فغير ذي شك ان توهم ذلك الموم وتذكر تلك الالام --------اخف عليه من دبيب البراغيث علي جسمه في وقته ذلك -لا جرم ان هذا -------وان كان هكذا موقعه في الوقت الحاضر من الحس فليس كذلك حكمه في الحقيقة لانه لا يقدر احد ---يثبت القول بان -----البراغيث ----ا-------------نكي من------------ وان السهر في حال الصحة اشد من السهر علي اسباب المنية ولما كانت الحال-ان هكذا ف-------ي- وجب علينا ان نسلم لهءلاء المترفهين الذين ضاقو-----ا بحوادث زمانهم ----ما زعموه م---ن تلك الحوادث صعبة عليهم ولا نسلم لهم ما جاوزوا به -----من ادعاءهم انها في المقارنة والقياس اصعب من التي مضت لسلفهم كما لو ان رجلا لحف ---سر---يره- -فخر--ج ا-لي ال-----رح-ا--ب فرا-ي --الميا-ه ------جام-------دة والارض بالثلج --مشهوهبة فقال هذا يوم شديد ------لكان ذلك من قوله غير مردود ولا منكر لانه قال بما وجد في نفسه وبما	بروح منه ووفقك الي الفهم عته انه لم تز-ل الامور السالفة كل-ما كانت اصعب علي من شاهدها كانت اظرف عند من سمعها وكذلك لا تزال الحال المستقبلة -تصور في الوهم غيرا من الحالة الحاضرة لان ملالة الحالة الحاضرة تزين في الوهم الحالة المستق-لة فلذلك لا يزال الحاضر ايدا منقوصا حقه مجحودا قدره لان القليل من شره ي-ري كثيرا اذ القليل من المشاهدة ارسخ من الكثير من الخبر واذ مقاساة اليسير من الشدة اشق علي النفس من تذكر الكثير مما سلف منها -مثال ذلك شخص ارقته البراغيث ليلة فتذكر بذلك ليالي- ماضية ارقته فيها حرارة ال-----حمي فغير ذي شك ان توهم تلك الحمي وتذكر تلك الايام الماضية اخف عليه من دبيب البراغيث علي جمسه ف- وقته ذلك ولا جرم ان هذا االحال وان كان هكذا موقعه في الوقت الحاضر من الحس فليس كذلك حكمه في الحقيقة لانه لا يقدر احد ان يثبت القول بان دبيب البراغيث علي الجسم وقرصها انكي من حرارة الحمي وان السهر في حال الصحة اشد من السهر علي اسباب المنية ولما كانت الحالتان هكذا في التمثيل وجب علينا ان تسلم ل-لقاء--ل-----ين الذين ضاقوا ذرعا بحوادث زم-نهم علي ما زعسوه من ان هذه الحوادث صعبة عليهم ولا تسلم لهم ما جاوزوا به الحد من ادعاءهم اتها في المقارنة والقياس اصعب من التي مضت -----مشاله لو ان رجلا قام من فراشه وهو بمصر في ايام الشتاء سحرا وبرز الي رحاب داره فراي الامطار نازلة والارض بالماء قد امتلات فقال هذا يوم شديد البرد لكان ذلك من قوله غير مردود ولا منكر لانه قال بما وجد في نفسه -بما	148	2	0	8766605501415737855	5427344302686298866	817	1286	80.48211669921875	159	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.IghathaUmma.Kraken210223142017-ara1
318	212	967	1084	-4029061759496275370	5514951789561881932	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed.ms114	0845Maqrizi.IghathaUmma.Kraken210223142017-ara1.ms03	369	-نها- -ل-طفا و-احتيال---ا اذ -خرج--وا بسربهم في- -وسطها- و---اخرجوا --عنها ال-----قينتي-ن الا -انهم -لم --ي---روا- ا-فتتا----حها من الخصا-ل الم--حمودة اذ كان احتيال--ا ول--م -يكن قسرا وعلي اثر ذلك ----ك--ان---ت غلبة --ال----غال-ل-ين وهم---- من --اجناس ا-لا-فرنج علي مدينة --رومة ----وكانت- -معركة ل-ا- -ي-قدر احد ان --يشبه بها--- --شيءا-- ------م--ن معا-رك ---زماننا وا-ن كان المسموع الماضي لا يقوم ابدا ------في القلوب مقام الموجود الحاضر----------------- وان كان الماضي كبيرا والحاضر صغيرا لان القليل من المشاهدة اكثر من الكثير من السماع و-كان -سبب غل--بة -----ا-لغاللي-ن عل---ي -مد-------ينة ---ر--ومة --ان ال-غا-ل-----لي-ن كانوا -ق-د ا--ق-بلو-ا مع اميرهم ال-ذي -كا-ن -يدعي برنيه -لمحاصرة مدينة لوشينه و-ك--ان -الر-وم--انيون -قد ارسلوا- رسل---ا- --له---م-- ---ل-لاصلاح بين الغ-----ال-يين وا-هل- -ت-------لك -الم---دينة فل-ما- -ن--ظر- اليهم الغالليون في مصاب --ا--هل --تلك ال-مدين	بنيات الخدور وربات الحجول بل تخرجه عن حافه ونريه الاطفال وكيف يمرون في تلك المياه ويلعيون بها فيعلم اذا راي ذلك ان الذي اطنب فيه من الشكاية لزمانه ليس لافراط شدة الزمان لكته لضعف صيره وقلة احتماله وساذكر ان شاء الله تعالي من الغلوات الماضية ما يتضح به انها كانت اشد واصعب من هذه المحن التي تزلت بالناس في هذا الزمان باضعاف مضاعفة وان كاتت هذه المحتة مشاهدة وتلك خبرا واعلم ان المسموع الماضي لا يكون ابدا موقعه من القل-ب موقع الموجود الحاضر في شء من الاشياء وان كان الماضي كبيرا والحاضر صغيرا لان القليل من المشاهدة اكثر من الكثير --بالسماع والله يءتي الحكمة من يشاء ومن يءت الحكمة فقد اوتي خيرا كثيرا وما يذكر الا اولو الالياب والله يقول الحق وهو يهدي السبيل الفصل الاول في ايراد ما حل بمصر- م--ن الغلوات وحكايات يسيرة من انباء تلك الستوات اعلم حاط الله نعمتك وتولي عصمتك -ان الغلاء والرخاء مازالا يتعاقيان في عالم الكون والفساد منذ برا الله- ال--خليقة في ساءر الاقطار وجميع البلدان	114	3	0	-1767107366554715959	4056422571822008596	263	882	41.836734771728516	22	0375AnonymousTranslator.TarikhCalamUrusiyus.MAB020626-ara1.completed	0845Maqrizi.IghathaUmma.Kraken210223142017-ara1
