version_uri	date	author	author_ar	book	title	title_ar	ed_info	id	status	tok_length	local_path	tags	tags_ar	char_length
0748Dhahabi.MizanIctidal.JK001293-ara1	748	Dhahabi	الذهبي;شمس الدين محمد بن أحمد الذهبي	0748Dhahabi.MizanIctidal	Mizan Ictidal	ميزان الاعتدال في نقد الرجال	الشيخ علي محمد معوض والشيخ عادل أحمد عبدالموجود;بيروت;1995;دار الكتب العلمية	JK001293	pri	621924	data/0748Dhahabi/0748Dhahabi.MizanIctidal/0748Dhahabi.MizanIctidal.JK001293-ara1.completed	COMPLETED,CENT0800;PPE;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	كتب الحديث النبوي الشريف وتراجم الرواة :: كتب الضعفاء	2400124
0748Dhahabi.MizanIctidal.Shamela0001692-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MizanIctidal	Mizan Ictidal	ميزان الاعتدال في نقد الرجال	علي محمد البجاوي;دار المعرفة للطباعة والنشر، بيروت - لبنان	Shamela0001692	sec	566861	data/0748Dhahabi/0748Dhahabi.MizanIctidal/0748Dhahabi.MizanIctidal.Shamela0001692-ara1	CENT0800;PPE;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	2200642
0748Dhahabi.MizanIctidal.Shia003306Vols-ara1	748	Dhahabi	الذهبي	0748Dhahabi.MizanIctidal	Mizan Ictidal	ميزان الاعتدال	علي محمد البجاوي;1382 - 1963 م	Shia003306Vols	sec	606770	data/0748Dhahabi/0748Dhahabi.MizanIctidal/0748Dhahabi.MizanIctidal.Shia003306Vols-ara1	CENT0800;PPE;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	أهم مصادر رجال الحديث عند السنة	2338800
0748Dhahabi.MucinFiTabaqatMuhaddithin.JK000658-ara1	748	Dhahabi	الذهبي;محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله	0748Dhahabi.MucinFiTabaqatMuhaddithin	Mucin Fi Tabaqat Muhaddithin	المعين في طبقات المحدثين	د. همام عبد الرحيم سعيد;عمان - الأردن;1404;دار الفرقان	JK000658	pri	20289	data/0748Dhahabi/0748Dhahabi.MucinFiTabaqatMuhaddithin/0748Dhahabi.MucinFiTabaqatMuhaddithin.JK000658-ara1.completed	COMPLETED,CENT0800;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	الطبقات والتراجم :: كتب الحديث النبوي الشريف وتراجم الرواة :: كتب الطبقات	91564
0748Dhahabi.MucinFiTabaqatMuhaddithin.Shamela0005889-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MucinFiTabaqatMuhaddithin	Mucin Fi Tabaqat Muhaddithin	المعين في طبقات المحدثين	د. همام عبد الرحيم سعيد;دار الفرقان - عمان - الأردن	Shamela0005889	sec	21086	data/0748Dhahabi/0748Dhahabi.MucinFiTabaqatMuhaddithin/0748Dhahabi.MucinFiTabaqatMuhaddithin.Shamela0005889-ara1	CENT0800;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	91539
0748Dhahabi.MucjamLatif.Shamela0030673-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MucjamLatif	Mucjam Latif	المعجم اللطيف		Shamela0030673	pri	7231	data/0748Dhahabi/0748Dhahabi.MucjamLatif/0748Dhahabi.MucjamLatif.Shamela0030673-ara1	CENT0800;_AJZA;_HADITH;GAL@nodata	الأجزاء الحديثية - مرقم آليا	28140
0748Dhahabi.MucjamMuhaddithin.JK000763-ara1	748	Dhahabi	الذهبي;محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله	0748Dhahabi.MucjamMuhaddithin	Mucjam Muhaddithin	المعجم المختص بالمحدثين;معجم المحدثين	د. محمد الحبيب الهيلة;الطائف;1408;مكتبة الصديق	JK000763	pri	42110	data/0748Dhahabi/0748Dhahabi.MucjamMuhaddithin/0748Dhahabi.MucjamMuhaddithin.JK000763-ara1.completed	COMPLETED,CENT0800;PPE;_HADITH;_MISC;_TABAQAT;_TARAJIM;_TARIKH;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	أخرى :: كتب الحديث النبوي الشريف وتراجم الرواة :: كتب الطبقات	174181
0748Dhahabi.MucjamMuhaddithin.JK001152-ara1	748	Dhahabi	الذهبي;شمس الدين محمد بن أحمد بن عثمان الذهبي	0748Dhahabi.MucjamMuhaddithin	Mucjam Muhaddithin	معجم الذهبي;معجم محدثي الذهبي	د روحية عبد الرحمن السويفي;بيروت - لبنان;1413هـ - 1993م;دار الكتب العلمية	JK001152	sec	38340	data/0748Dhahabi/0748Dhahabi.MucjamMuhaddithin/0748Dhahabi.MucjamMuhaddithin.JK001152-ara1	CENT0800;PPE;_HADITH;_MISC;_TABAQAT;_TARAJIM;_TARIKH;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	الطبقات والتراجم :: الطبقات والوفيات :: كتب التاريخ	162968
0748Dhahabi.MucjamMuhaddithin.Shamela0009869-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MucjamMuhaddithin	Mucjam Muhaddithin	المعجم المختص بالمحدثين	د. محمد الحبيب الهيلة;مكتبة الصديق، الطائف	Shamela0009869	sec	38882	data/0748Dhahabi/0748Dhahabi.MucjamMuhaddithin/0748Dhahabi.MucjamMuhaddithin.Shamela0009869-ara1	CENT0800;PPE;_HADITH;_MISC;_TABAQAT;_TARAJIM;_TARIKH;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	162365
0748Dhahabi.MucjamShuyukh.Shamela0012531-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MucjamShuyukh	Mucjam Shuyukh	معجم الشيوخ الكبير للذهبي	الدكتور محمد الحبيب الهيلة;مكتبة الصديق، الطائف - المملكة العربية السعودية	Shamela0012531	pri	151584	data/0748Dhahabi/0748Dhahabi.MucjamShuyukh/0748Dhahabi.MucjamShuyukh.Shamela0012531-ara1.completed	COMPLETED,BIO;CENT0800;COL;PPE;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	608256
0748Dhahabi.MughniFiDucafa.JK001307-ara1	748	Dhahabi	الإمام شمس الدين محمد بن أحمد بن عثمان الذهبي;الإمام الذهبي	0748Dhahabi.MughniFiDucafa	Mughni Fi Ducafa	المغني في الضعفاء	الدكتور نور الدين عتر	JK001307	pri	110268	data/0748Dhahabi/0748Dhahabi.MughniFiDucafa/0748Dhahabi.MughniFiDucafa.JK001307-ara1.completed	COMPLETED,CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	كتب الحديث النبوي الشريف وتراجم الرواة :: كتب الضعفاء	420232
0748Dhahabi.MughniFiDucafa.Shamela0005836-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MughniFiDucafa	Mughni Fi Ducafa	المغني في الضعفاء	الدكتور نور الدين عتر	Shamela0005836	sec	110289	data/0748Dhahabi/0748Dhahabi.MughniFiDucafa/0748Dhahabi.MughniFiDucafa.Shamela0005836-ara1	CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	420231
0748Dhahabi.MukhtasarCuluww.Shamela0007318-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MukhtasarCuluww	Mukhtasar Culuww	مختصر العلو للعلي العظيم للذهبي	محمد ناصر الدين الألباني;المكتب الإسلامي	Shamela0007318	pri	68150	data/0748Dhahabi/0748Dhahabi.MukhtasarCuluww/0748Dhahabi.MukhtasarCuluww.Shamela0007318-ara1.completed	COMPLETED,CENT0800;DHB;PPE;_ALBANI;GAL@nodata	كتب الألباني	281868
0748Dhahabi.MukhtasarMinDubaythi.JK009161-ara1	748	Dhahabi	الذهبي;شمس الدين محمحد بن أحمد بن عثمان الذهبي	0748Dhahabi.MukhtasarMinDubaythi	Mukhtasar Min Dubaythi	المختصر المحتاج إليه من تاريخ الحافظ الدبيثي	لبنان / بيروت;1405هـ - 1985 م;دار الكتب العلمية	JK009161	pri	93930	data/0748Dhahabi/0748Dhahabi.MukhtasarMinDubaythi/0748Dhahabi.MukhtasarMinDubaythi.JK009161-ara1.completed	COMPLETED,CENT0800;PPE;_BULDAN;_HADITH;_SUNNI;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	كتب البلدان :: كتب الحديث النبوي الشريف وتراجم الرواة	396047
0748Dhahabi.MukhtasarMinDubaythi.Shia003278-ara1	748	Dhahabi	الذهبي	0748Dhahabi.MukhtasarMinDubaythi	Mukhtasar Min Dubaythi	المختصر من تاريخ ابن الدبيثي	دراسة وتحقيق : مصطفى عبد القادر عطا;1417 - 1997 م	Shia003278	sec	97939	data/0748Dhahabi/0748Dhahabi.MukhtasarMinDubaythi/0748Dhahabi.MukhtasarMinDubaythi.Shia003278-ara1	CENT0800;PPE;_BULDAN;_HADITH;_SUNNI;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	أهم مصادر رجال الحديث عند السنة	415350
0748Dhahabi.MuntaqaMinMinhajIctidal.JK001173-ara1	748	Dhahabi	الذهبي;أبو عبد الله محمد بن عثمان الذهبي	0748Dhahabi.MuntaqaMinMinhajIctidal	Muntaqa Min Minhaj Ictidal	المنتقى من منهاج الاعتدال;المنتقى من منهاج الاعتدال في نقض كلام أهل الرفض والاعتزال	محب الدين الخطيب	JK001173	pri	121465	data/0748Dhahabi/0748Dhahabi.MuntaqaMinMinhajIctidal/0748Dhahabi.MuntaqaMinMinhajIctidal.JK001173-ara1	CENT0800;_CAQAID;_FIRAQ;_MILAL;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	الفرق والملل :: كتب العقائد والملل	497644
0748Dhahabi.MuntaqaMinMinhajIctidal.Shamela0006531-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MuntaqaMinMinhajIctidal	Muntaqa Min Minhaj Ictidal	المنتقى من منهاج الاعتدال في نقض كلام أهل الرفض والاعتزال	محب الدين الخطيب	Shamela0006531	sec	121460	data/0748Dhahabi/0748Dhahabi.MuntaqaMinMinhajIctidal/0748Dhahabi.MuntaqaMinMinhajIctidal.Shamela0006531-ara1	CENT0800;_CAQAID;_FIRAQ;_MILAL;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	العقيدة	497644
0748Dhahabi.MuqaddimaZahra.Shamela0036949-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MuqaddimaZahra	Muqaddima Zahra	المقدمة الزهرا في إيضاح الإمامة الكبرى	علي رضا بن عبد الله بن علي رضا;دار الفرقان للنشر والتوزيع، القاهرة - مصر	Shamela0036949	pri	2432	data/0748Dhahabi/0748Dhahabi.MuqaddimaZahra/0748Dhahabi.MuqaddimaZahra.Shamela0036949-ara1	CENT0800;_CAQAID;GAL@nodata	العقيدة	10127
0748Dhahabi.MuqizaFiCilmMustalahHadith.Shamela0008195-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.MuqizaFiCilmMustalahHadith	Muqiza Fi Cilm Mustalah Hadith	الموقظة في علم مصطلح الحديث	مكتبة المطبوعات الإسلامية بحلب	Shamela0008195	pri	5234	data/0748Dhahabi/0748Dhahabi.MuqizaFiCilmMustalahHadith/0748Dhahabi.MuqizaFiCilmMustalahHadith.Shamela0008195-ara1	CENT0800;_CULUM;_HADITH;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	علوم الحديث	21754
0748Dhahabi.Muqtana.JK001489-ara1	748	Dhahabi	الذهبي;محمد بن أحمد بن عثمان بن قايماز بن عبد الله التركماني أبو عبد الله شمس الدين الذهبي	0748Dhahabi.Muqtana	Muqtana	المقتنى في سرد الكنى	محمد صالح عبد العزيز المراد;المدينة المنورة - السعودية;1408هـ;الجامعة الإسلامية بالمدينة	JK001489	sec	59043	data/0748Dhahabi/0748Dhahabi.Muqtana/0748Dhahabi.Muqtana.JK001489-ara1	CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم العامة :: كتب التراجم العامة :: كتب الحديث النبوي الشريف وتراجم الرواة	234763
0748Dhahabi.Muqtana.Shamela0007271-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.Muqtana	Muqtana	المقتنى في سرد الكنى	محمد صالح عبد العزيز المراد;المجلس العلمي بالجامعة الإسلامية، المدينة المنورة، المملكة العربية السعودية	Shamela0007271	pri	67353	data/0748Dhahabi/0748Dhahabi.Muqtana/0748Dhahabi.Muqtana.Shamela0007271-ara1.completed	COMPLETED,CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	270398
0748Dhahabi.Radd.JK009387-ara1	748	Dhahabi	الذهبي;محمد بن أحمد بن عثمان بن قيماز المعروف بالذهبي	0748Dhahabi.Radd	Radd	الرد على ابن القطان في كتابه بيان الوهم والإيهام;الرد على ابن القطان في كتباه بيان الوهم والإيهام	أبو عبد الأعلى خالد بن محمد بن عثمان المصري;القاهرة / مصر;1426 هـ / 2005 م;الفاروق الحديثة	JK009387	sec	6840	data/0748Dhahabi/0748Dhahabi.Radd/0748Dhahabi.Radd.JK009387-ara1	CENT0800;_CILAL;_HADITH;_MUSHKIL;_TAKHRIJ;_TARAJIM;GAL@nodata	كتب الحديث النبوي الشريف وتراجم الرواة :: كتب العلل ومشكل الحديث	26083
0748Dhahabi.Radd.Shamela0009075-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.Radd	Radd	الرد على ابن القطان في كتابه بيان الوهم والإيهام	أبو عبد الأعلى خالد بن محمد بن عثمان المصري;الفاروق الحديثة - القاهرة / مصر	Shamela0009075	pri	7033	data/0748Dhahabi/0748Dhahabi.Radd/0748Dhahabi.Radd.Shamela0009075-ara1	CENT0800;_CILAL;_HADITH;_MUSHKIL;_TAKHRIJ;_TARAJIM;GAL@nodata	كتب التخريج والزوائد	26850
0748Dhahabi.RisalaTuruqHadith.Shamela0002582-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.RisalaTuruqHadith	Risala Turuq Hadith	رسالة طرق حديث من كنت مولاه فعلي مولاه	عبد العزيز الطباطبائي (شيعي)	Shamela0002582	pri	7669	data/0748Dhahabi/0748Dhahabi.RisalaTuruqHadith/0748Dhahabi.RisalaTuruqHadith.Shamela0002582-ara1	CENT0800;_HADITH;_TAKHRIJ;GAL@nodata	كتب التخريج والزوائد	29015
0748Dhahabi.RuwatThiqat.JK001220-ara1	748	Dhahabi	الذهبي;الإمام الحافظ أبي عبد الله محمد بن أحمد بن عثمان الذهبي	0748Dhahabi.RuwatThiqat	Ruwat Thiqat	الرواة الثقات المتكلم فيهم بما لا يوجب ردهم	محمد إبراهيم الموصلي;بيروت - لبنان;1412هـ - 1992م;دار البشائر الإسلامية	JK001220	pri	2975	data/0748Dhahabi/0748Dhahabi.RuwatThiqat/0748Dhahabi.RuwatThiqat.JK001220-ara1	CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;_THIQAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	كتب الثقات :: كتب الحديث النبوي الشريف وتراجم الرواة	11892
0748Dhahabi.RuwatThiqat.Shamela0005817-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.RuwatThiqat	Ruwat Thiqat	الرواة الثقات المتكلم فيهم بما لا يوجب ردهم	محمد إبراهيم الموصلي;دار البشائر الإسلامية - بيروت - لبنان	Shamela0005817	sec	2967	data/0748Dhahabi/0748Dhahabi.RuwatThiqat/0748Dhahabi.RuwatThiqat.Shamela0005817-ara1	CENT0800;DHB;PPE;_HADITH;_TABAQAT;_TARAJIM;_THIQAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	11856
0748Dhahabi.SiyarAclamNubala.JK000151-ara1	748	Dhahabi	الذهبي;محمد بن أحمد بن عثمان بن قايماز الذهبي أبو عبد الله	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء	شعيب الأرناؤوط , محمد نعيم العرقسوسي;بيروت;1413;مؤسسة الرسالة	JK000151	sec	1871605	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.JK000151-ara1	BIO;CENT0800;COL;DHB;PPE;_FIQH;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;_TARIKH;_THIQAT;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	الطبقات والتراجم :: الطبقات والوفيات :: تراجم الفقهاء :: كتب التاريخ :: كتب الثقات	7691117
0748Dhahabi.SiyarAclamNubala.Sham30K0010906-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء ط الرسالة;سير اعلام النبلاء ط الرساله		Sham30K0010906	sec	3001346	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Sham30K0010906-ara1	NA;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	146;التراجم والطبقات	12486529
0748Dhahabi.SiyarAclamNubala.Sham30K0022669-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748ه);شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء ط الحديث;سير اعلام النبلاء ط الحديث;سير أعلام النبلاء	1427ه-2006م;دار الحديث- القاهرة	Sham30K0022669	sec	2435535	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Sham30K0022669-ara1	NA;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	146;التراجم والطبقات	10063602
0748Dhahabi.SiyarAclamNubala.Sham30K0034515-ara1	748	Dhahabi	NA	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء - مؤسسة الرسالة - موافق ضمنا;سير اعلام النبلاء مؤسسه الرساله موافق ضمنا		Sham30K0034515	sec	1915653	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Sham30K0034515-ara1	NA;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	15;تراجم عامة	7843358
0748Dhahabi.SiyarAclamNubala.Sham30K0034996-ara1	748	Dhahabi	NA	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء - مؤسسة الرسالة;سير اعلام النبلاء مؤسسه الرساله		Sham30K0034996	sec	2704096	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Sham30K0034996-ara1	NA;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	15;تراجم عامة	11337878
0748Dhahabi.SiyarAclamNubala.Sham30K0046068-ara1	748	Dhahabi	NA	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير اعلام النبلاء;سير أعلام النبلاء		Sham30K0046068	sec	1873700	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Sham30K0046068-ara1	NA;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	الطبقات والوفيات;274	7697784
0748Dhahabi.SiyarAclamNubala.Shamela0010906-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء	مجموعة من المحققين بإشراف الشيخ شعيب الأرناؤوط;مؤسسة الرسالة	Shamela0010906	pri	2211262	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Shamela0010906-ara1.completed	COMPLETED,BIO;CENT0800;COL;DHB;PPE;_FIQH;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;_TARIKH;_THIQAT;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	9021975
0748Dhahabi.SiyarAclamNubala.Shamela0022669-ara1	748	Dhahabi	شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى: 748هـ)	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء	دار الحديث- القاهرة	Shamela0022669	sec	2182243	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Shamela0022669-ara1	BIO;CENT0800;COL;DHB;PPE;_FIQH;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;_TARIKH;_THIQAT;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	التراجم والطبقات	8937753
0748Dhahabi.SiyarAclamNubala.Shia003283Vols-ara1	748	Dhahabi	الذهبي	0748Dhahabi.SiyarAclamNubala	Siyar Aclam Nubala	سير أعلام النبلاء	إشراف وتخريج : شعيب الأرنؤوط / تحقيق : حسين الأسد;1413 - 1993 م	Shia003283Vols	sec	2914267	data/0748Dhahabi/0748Dhahabi.SiyarAclamNubala/0748Dhahabi.SiyarAclamNubala.Shia003283Vols-ara1	BIO;CENT0800;COL;DHB;PPE;_FIQH;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;_TARIKH;_THIQAT;_WAFAYAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	أهم مصادر رجال الحديث عند السنة	11927959
0748Dhahabi.TadhkiraHuffaz.JK000532-ara1	748	Dhahabi	الذهبي;أبو عبد الله شمس الدين محمد الذهبي	0748Dhahabi.TadhkiraHuffaz	Tadhkira Huffaz	تذكرة الحفاظ	بيروت;دار الكتب العلمية	JK000532	pri	322189	data/0748Dhahabi/0748Dhahabi.TadhkiraHuffaz/0748Dhahabi.TadhkiraHuffaz.JK000532-ara1.completed	COMPLETED,BIO;CENT0800;COL;PPE;_HADITH;_SUNNI;_TABAQAT;_TARAJIM;_THIQAT;GAL@historiography;GAL@literature-islamic;GAL@history;GAL@history-universal;GAL@period-postmongol;GAL@period-mamluk;GAL@1258-1517CE;GAL@period-decline;GAL@egypt;GAL@syria	كتب الثقات :: كتب الحديث النبوي الشريف وتراجم الرواة	1312841
