version_uri	date	author_ar	author_lat	book	title_ar	title_lat	ed_info	id	status	tok_length	local_path	tags	author_from_uri	author_lat_shuhra	author_lat_full_name	char_length
0360Tabarani.MusnadShamiyyin.JK000478-ara1	360	سليمان بن أحمد بن أيوب أبو القاسم الطبراني :: الطبراني	Tabarani	0360Tabarani.MusnadShamiyyin	مسند الشاميين	Musnad Shamiyyin	حمدي بن عبدالمجيد السلفي :: بيروت :: 1405 - 1984 :: مؤسسة الرسالة	JK000478	sec	269735	../data/0360Tabarani/0360Tabarani.MusnadShamiyyin/0360Tabarani.MusnadShamiyyin.JK000478-ara1	CENT0400 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@nodata :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Tabarani			1032271
0238IbnRahawayh.Musnad.JK000479-ara1	238	إسحاق بن إبراهيم بن مخلد بن راهويه الحنظلي :: ابن راهويه	Ibn Rahawayh	0238IbnRahawayh.Musnad	مسند إسحاق بن راهويه	Musnad	د. عبد الغفور بن عبد الحق البلوشي :: المدينة المنورة :: 1412 - 1991 :: مكتبة الإيمان	JK000479	sec	130807	../data/0238IbnRahawayh/0238IbnRahawayh.Musnad/0238IbnRahawayh.Musnad.JK000479-ara1	CENT0300 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Rahawayh			502724
0454IbnSalamaMisri.MusnadShihab.JK000480-ara1	454	القضاعي :: محمد بن سلامة بن جعفر أبو عبد الله القضاعي	Ibn Salama Misri	0454IbnSalamaMisri.MusnadShihab	مسند الشهاب	Musnad Shihab	حمدي بن عبد المجيد السلفي :: بيروت :: 1407 - 1986 :: مؤسسة الرسالة	JK000480	sec	102448	../data/0454IbnSalamaMisri/0454IbnSalamaMisri.MusnadShihab/0454IbnSalamaMisri.MusnadShihab.JK000480-ara1	CENT0500 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@historiography :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@history :: GAL@literature-arabic :: GAL@history-caliphs :: GAL@period-postclassical :: GAL@history-world :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Salama Misri			388603
0287IbnAbiCasim.AhadWaMathani.JK000481-ara1	287	ابن أبي عاصم ::   أحمد بن عمرو بن الضحاك بن مخلد بن الضحاك بن¶    مسلم بن الضحاك الشيباني	Ibn Abi Casim :: Ibn Abī ʿĀṣim ::   Aḥmad b. ʿAmr*w b. al-Ḍaḥḥāk b. Ma_hlad b. al-Ḍaḥḥāk b.¶    Muslim b. al-Ḍaḥḥāk al-^Saybānī	0287IbnAbiCasim.AhadWaMathani	آلآحاد و المثاني ::	āl-āḥād wa al-maṯānī ::	د. باسم فيصل أحمد الجوابرة :: الرياض :: 1411 - 1991 :: دار الراية :: http://www.worldcat.org/oclc/754757262	JK000481	pri	242792	../data/0287IbnAbiCasim/0287IbnAbiCasim.AhadWaMathani/0287IbnAbiCasim.AhadWaMathani.JK000481-ara1.mARkdown	MARKDOWN :: CENT0300 :: PPE :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@nodata :: NO_MAJOR_ISSUES :: JK@الطبقات والتراجم :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Abi Casim	Ibn Abī ʿĀṣim	Aḥmad b. ʿAmr*w b. al-Ḍaḥḥāk b. Ma_hlad b. al-Ḍaḥḥāk b.¶    Muslim b. al-Ḍaḥḥāk al-^Saybānī	901265
0241IbnHanbal.FadailSahaba.JK000482-ara1	241	أحمد بن حنبل ::  أبو عبد الله أحمد بن محمد بن حنبل الشيباني	Ibn Hanbal :: aḥmad b. ḥanbal ::  Abū ʿabd allāh Aḥmad b. muḥammad b. ḥanbal al-šaybānī	0241IbnHanbal.FadailSahaba	فضائل السحبة ::	faḍāʾil al-saḥabŧ ::	د. وصي الله محمد عباس :: بيروت :: 1403 - 1983 :: مؤسسة الرسالة :: http://www.worldcat.org/oclc/213541759	JK000482	pri	127448	../data/0241IbnHanbal/0241IbnHanbal.FadailSahaba/0241IbnHanbal.FadailSahaba.JK000482-ara1.mARkdown	MARKDOWN :: CENT0300 :: PPE :: _ASHAB :: _HADITH :: _SIRA :: _TABAQAT :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@lesserschools :: GAL@fiqh :: NO_MAJOR_ISSUES :: JK@السير والتاريخ :: JK@الطبقات والتراجم :: JK@سيرة أصحاب النبي :: JK@كتب سيرة النبي صلى الله عليه وسلم وأصحابه	Ibn Hanbal	aḥmad b. ḥanbal	Abū ʿabd allāh Aḥmad b. muḥammad b. ḥanbal al-šaybānī	479487
0282HarithHaythami.BughyaBahith.JK000483-ara1	282	الحارث / الهيثمي :: الحارث بن أبي أسامة / الحافظ نور الدين الهيثمي	Harith Haythami	0282HarithHaythami.BughyaBahith	مسند الحارث (زوائدالهيثمي) :: بغية الباحث عن زوائد مسند الحارث	Bughya Bahith	د. حسين أحمد صالح الباكري :: المدينة المنورة :: 1413 - 1992 :: مركز خدمة السنة والسيرة النبوية	JK000483	sec	87542	../data/0282HarithHaythami/0282HarithHaythami.BughyaBahith/0282HarithHaythami.BughyaBahith.JK000483-ara1	CENT0300 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@nodata :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Harith Haythami			338780
0458Bayhaqi.SunanKubra.JK000484-ara1	458	البيهقي ::  أبوبكر أحمد بن الحسين بن علي بن موسى البيهقي، الخسروجردي	Bayhaqi :: al-Bayhaqī ::  Abū-Bakr Aḥmad b. al-Ḥusayn b. ʿAlī b. Mūsá al-Bayhaqī, al-Ḫusrawǧirdī	0458Bayhaqi.SunanKubra	سنن البيهقي الكبرى	Sunan Kubra	محمد عبد القادر عطا :: مكة المكرمة :: 1414 - 1994 :: مكتبة دار الباز	JK000484	sec	2054839	../data/0458Bayhaqi/0458Bayhaqi.SunanKubra/0458Bayhaqi.SunanKubra.JK000484-ara1	CENT0500 :: _FIQH :: _HADITH :: _SUNAN :: _SUNNI :: _TARAJIM :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@hadith :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@persia :: JK@السنن :: JK@فقه الحديث والمذاهب الأخرى :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Bayhaqi	al-Bayhaqī	Abū-Bakr Aḥmad b. al-Ḥusayn b. ʿAlī b. Mūsá al-Bayhaqī, al-Ḫusrawǧirdī	7849188
0307AbuYaclaMawsili.Musnad.JK000485-ara1	307	أبو يعلى :: أحمد بن علي بن المثنى أبو يعلى الموصلي التميمي	Abu Yacla Mawsili	0307AbuYaclaMawsili.Musnad	مسند أبي يعلى	Musnad	حسين سليم أسد :: دمشق :: 1404 - 1984 :: دار المأمون للتراث	JK000485	sec	434727	../data/0307AbuYaclaMawsili/0307AbuYaclaMawsili.Musnad/0307AbuYaclaMawsili.Musnad.JK000485-ara1	CENT0400 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Abu Yacla Mawsili			1670402
0249CabdIbnHamid.MuntakhabMinMusnad.JK000486-ara1	249	عبد بن حميد :: عبد بن حميد بن نصر أبو محمد الكسي	Cabd Ibn Hamid	0249CabdIbnHamid.MuntakhabMinMusnad	المنتخب من مسند عبد بن حميد :: مسند عبد بن حميد	Muntakhab Min Musnad	صبحي البدري السامرائي , محمود محمد خليل الصعيدي :: القاهرة :: 1408 - 1988 :: مكتبة السنة	JK000486	sec	100797	../data/0249CabdIbnHamid/0249CabdIbnHamid.MuntakhabMinMusnad/0249CabdIbnHamid.MuntakhabMinMusnad.JK000486-ara1	CENT0300 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@nodata :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Cabd Ibn Hamid			379465
0230CaliIbnJacd.Musnad.JK000487-ara1	230	ابن الجعد :: علي بن الجعد بن عبيد أبو الحسن الجوهري البغدادي	Cali Ibn Jacd	0230CaliIbnJacd.Musnad	مسند ابن الجعد	Musnad	عامر أحمد حيدر :: بيروت :: 1410 - 1990 :: مؤسسة نادر	JK000487	sec	119826	../data/0230CaliIbnJacd/0230CaliIbnJacd.Musnad/0230CaliIbnJacd.Musnad.JK000487-ara1	CENT0300 :: _HADITH :: _MACAJIM :: _MASANID :: _SUNNI :: _TARAJIM :: GAL@nodata :: JK@المسانيد والمعاجم :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Cali Ibn Jacd			448981
0307IbnJarudNaysaburi.Muntaqa.JK000488-ara1	307	ابن الجارود :: عبد الله بن علي بن الجارود أبو محمد النيسابوري	Ibn Jarud Naysaburi	0307IbnJarudNaysaburi.Muntaqa	المنتقى لابن الجارود :: المنتقى من السنن المسندة	Muntaqa	عبدالله عمر البارودي :: بيروت :: 1408 - 1988 :: مؤسسة الكتاب الثقافية	JK000488	sec	74344	../data/0307IbnJarudNaysaburi/0307IbnJarudNaysaburi.Muntaqa/0307IbnJarudNaysaburi.Muntaqa.JK000488-ara1	CENT0400 :: _FIQH :: _HADITH :: _SAHIH :: _SUNNI :: _TARAJIM :: GAL@hanafis :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@fiqh :: JK@الصحاح :: JK@فقه الحديث والمذاهب الأخرى :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Jarud Naysaburi			283470
0132HammamIbnMunabbih.Sahifa.JK000489-ara1	132	همام بن منبه :: همام بن منبه الصنعاني	Hammam Ibn Munabbih	0132HammamIbnMunabbih.Sahifa	صحيفة همام بن منبه :: صحيفة همام	Sahifa	علي حسن علي عبد الحميد :: بيروت , عمان :: 1407 - 1987 :: المكتب الإسلامي , دار عمار	JK000489	sec	4485	../data/0132HammamIbnMunabbih/0132HammamIbnMunabbih.Sahifa/0132HammamIbnMunabbih.Sahifa.JK000489-ara1	CENT0200 :: _AJZA :: _HADITH :: _TARAJIM :: GAL@nodata :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Hammam Ibn Munabbih			17984
0209AbuCaliAshyabBaghdadi.JuzAshyab.JK000490-ara1	209	الحسن بن موسى أبو علي الأشيب البغدادي :: الأشيب	Abu Cali Ashyab Baghdadi	0209AbuCaliAshyabBaghdadi.JuzAshyab	جزء أشيب	Juz Ashyab	خالد بن قاسم :: الفجيرة :: 1410 - 1990 :: دار علوم الحديث	JK000490	sec	3147	../data/0209AbuCaliAshyabBaghdadi/0209AbuCaliAshyabBaghdadi.JuzAshyab/0209AbuCaliAshyabBaghdadi.JuzAshyab.JK000490-ara1	CENT0300 :: _AJZA :: _HADITH :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Abu Cali Ashyab Baghdadi			12137
0357IbnMuhammadKinani.JuzBitaqa.JK000491-ara1	357	حمزة بن محمد بن علي بن العباس أبو القاسم الكناني :: الكناني	Ibn Muhammad Kinani	0357IbnMuhammadKinani.JuzBitaqa	جزء البطاقة	Juz Bitaqa	عبد الرزاق بن عبد المحسن العباد البدر :: الرياض :: 1412 - 1992 :: مكتبة دار السلام	JK000491	sec	1614	../data/0357IbnMuhammadKinani/0357IbnMuhammadKinani.JuzBitaqa/0357IbnMuhammadKinani.JuzBitaqa.JK000491-ara1	CENT0400 :: _AJZA :: _CAQAID :: _HADITH :: _MILAL :: GAL@nodata :: JK@الأجزاء الموضوعية :: JK@كتب العقائد المسندة :: JK@كتب العقائد والملل	Ibn Muhammad Kinani			6127
0175LaythIbnSacd.Cawali.JK000492-ara1	175	الليث بن سعد	Layth Ibn Sacd	0175LaythIbnSacd.Cawali	عوالي الليث بن سعد	Cawali		JK000492	pri	2287	../data/0175LaythIbnSacd/0175LaythIbnSacd.Cawali/0175LaythIbnSacd.Cawali.JK000492-ara1	CENT0200 :: CENT0900 :: _AJZA :: _CHRONOMULTIPLE :: _HADITH :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@hadith :: GAL@literature-arabic :: JK@أجزاء حديثية :: JK@الأجزاء المسندة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Layth Ibn Sacd			9131
0234AbuKhaythamaNisai.Cilm.JK000493-ara1	234	زهير بن حرب أبو خيثمة النسائي :: أبو خيثمة	Abu Khaythama Nisai	0234AbuKhaythamaNisai.Cilm	العلم :: كتاب العلم	Cilm	محمد ناصر الدين الألباني :: بيروت :: 1403 - 1983 :: المكتب الإسلامي	JK000493	sec	5552	../data/0234AbuKhaythamaNisai/0234AbuKhaythamaNisai.Cilm/0234AbuKhaythamaNisai.Cilm.JK000493-ara1	CENT0300 :: _AJZA :: _AKHLAQ :: _FIQH :: _HADITH :: _MASAIL :: _SUNNI :: _USUL :: GAL@nodata :: JK@الأجزاء الموضوعية :: JK@كتب الأخلاق والسلوك :: JK@مسائل فقهية وأصولية :: JK@مواضيع مسندة في الأخلاق والتزكية	Abu Khaythama Nisai			21025
0204Shafici.Musnad.JK000494-ara1	204	الشافعي :: محمد بن إدريس أبو عبد الله الشافعي	Shafici	0204Shafici.Musnad	مسند الشافعي	Musnad	بيروت :: - :: دار الكتب العلمية	JK000494	sec	85913	../data/0204Shafici/0204Shafici.Musnad/0204Shafici.Musnad.JK000494-ara1	CENT0300 :: _FIQH :: _HADITH :: _SHAFICI :: _SUNAN :: _SUNNI :: _TARAJIM :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@shafiis :: GAL@fiqh :: JK@السنن :: JK@الفقه الشافعي :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Shafici			324928
0841BurhanDinSibtIbnCajami.KashfHathith.JK000495-ara1	841	الحلبي :: إبراهيم بن محمد بن سبط ابن العجمي أبو الوفا الحلبي الطرابلسي	Burhan Din Sibt Ibn Cajami	0841BurhanDinSibtIbnCajami.KashfHathith	الكشف الحثيث عمن رمي بوضع الحديث :: الكشف الحثيث	Kashf Hathith	صبحي السامرائي :: بيروت :: 1407 - 1987 :: عالم الكتب , مكتبة النهضة العربية	JK000495	sec	48551	../data/0841BurhanDinSibtIbnCajami/0841BurhanDinSibtIbnCajami.KashfHathith/0841BurhanDinSibtIbnCajami.KashfHathith.JK000495-ara1	CENT0900 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@literature-islamic :: GAL@period-postmongol :: GAL@cilm-rijal :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@hadith :: GAL@hadith-sciences :: GAL@egypt :: GAL@syria :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الضعفاء	Burhan Din Sibt Ibn Cajami			192054
0427Sahmi.TarikhJurjan.JK000496-ara1	427	الجرجاني :: حمزة بن يوسف أبو القاسم الجرجاني	Sahmi	0427Sahmi.TarikhJurjan	تاريخ جرجان	Tarikh Jurjan	د. محمد عبد المعيد خان :: بيروت :: 1401 - 1981 :: عالم الكتب	JK000496	sec	103431	../data/0427Sahmi/0427Sahmi.TarikhJurjan/0427Sahmi.TarikhJurjan.JK000496-ara1	CENT0500 :: PPE :: _BULDAN :: _HADITH :: _TABAQAT :: _TARAJIM :: _TARIKH :: GAL@historiography :: GAL@literature-islamic :: GAL@1000-1258CE :: GAL@history :: GAL@iran :: GAL@history-local :: GAL@literature-arabic :: GAL@period-postclassical :: GAL@jurjan :: JK@تواريخ البلدان :: JK@كتب البلدان :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Sahmi			415743
0261AbuHasanCijli.MacrifatThiqat.JK000497-ara1	261	العجلي ::  أبو الحسن أحمد بن عبد الله بن صالح بن مسلم العجلي الكوفي	Abu Hasan Cijli :: al-ʿiǧlī ::  abū al-ḥassan aḥmad b. ʿabd allāh b. ṣāliḥ b. muslim al-ʿiǧlī al-kūfī	0261AbuHasanCijli.MacrifatThiqat	معرفة الثقات من رجال أهل العلم والحديث و¶    من الضعفاء وذكر مذاهبهم وأخبارهم :: معرفة الثقات	maʿrifŧ al-ṯaqāt min riǧāl ahl al-ʿilm wa-l-ḥadīṯ wa-¶    min al-ḍuʿafāʾ wa-ḏikr maḏāhibihim wa-aḫbārihim :: maʿrifŧ al-ṯaqāt	عبد العليم عبد العظيم البستوي :: المدينة المنورة - السعودية :: 1405 - 1985 :: مكتبة الدار :: http://www.worldcat.org/oclc/1044637732	JK000497	pri	42473	../data/0261AbuHasanCijli/0261AbuHasanCijli.MacrifatThiqat/0261AbuHasanCijli.MacrifatThiqat.JK000497-ara1.mARkdown	MARKDOWN :: CENT0300 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: _THIQAT :: GAL@nodata :: PAGINATION :: JK@كتب الثقات :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Abu Hasan Cijli	al-ʿiǧlī	abū al-ḥassan aḥmad b. ʿabd allāh b. ṣāliḥ b. muslim al-ʿiǧlī al-kūfī	164077
0309IbnMarzuban.FadlKilab.JK000498-ara1	309	ابن المرزبان :: محمد بن خلف بن المرزبان	Ibn Marzuban	0309IbnMarzuban.FadlKilab	فضل الكلاب على كثير ممن لبس الثياب	Fadl Kilab	إبراهيم يوسف :: القاهرة :: دار الكتب المصرية	JK000498	sec	6159	../data/0309IbnMarzuban/0309IbnMarzuban.FadlKilab/0309IbnMarzuban.FadlKilab.JK000498-ara1	CENT0400 :: _ADAB :: _AJZA :: _BALAGHA :: _FIQH :: _MASAIL :: _USUL :: GAL@period-classical :: GAL@literature-islamic :: GAL@0750-1000CE :: GAL@literature-arabic :: GAL@philology :: JK@الأجزاء الموضوعية :: JK@كتب الفقه الإسلامي :: JK@مسائل فقهية :: JK@مسائل فقهية وأصولية	Ibn Marzuban			25436
0474IbnKhalafBaji.TacdilWaTajrih.JK000499-ara1	474	سليمان بن خلف بن سعد أبو الوليد الباجي :: الباجي	Ibn Khalaf Baji	0474IbnKhalafBaji.TacdilWaTajrih	التعديل والتجريح :: التعديل والتجريح , لمن خرج له البخاري في الجامع الصحيح	Tacdil Wa Tajrih	د. أبو لبابة حسين :: الرياض :: 1406 - 1986 :: دار اللواء للنشر والتوزيع :: http://www.worldcat.org/oclc/235995190	JK000499	pri	137923	../data/0474IbnKhalafBaji/0474IbnKhalafBaji.TacdilWaTajrih/0474IbnKhalafBaji.TacdilWaTajrih.JK000499-ara1.completed	COMPLETED :: CENT0500 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@nodata :: PAGINATION :: RANDOM_CHARS :: JK@تراجم كتب مخصوصة :: JK@رواة كتب مخصوصة :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Khalaf Baji			535657
0929IbnKayyal.KawakibNayyirat.JK000500-ara1	929	محمد بن أحمد بن يوسف أبو البركات الذهبي الشافعي :: أبو البركات	Ibn Kayyal	0929IbnKayyal.KawakibNayyirat	الكواكب النيرات	Kawakib Nayyirat	حمدي عبد المجيد السلفي :: الكويت :: - :: دار العلم	JK000500	sec	15043	../data/0929IbnKayyal/0929IbnKayyal.KawakibNayyirat/0929IbnKayyal.KawakibNayyirat.JK000500-ara1	CENT1000 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@nodata :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الضعفاء	Ibn Kayyal			60952
0841BurhanDinSibtIbnCajami.TabyinLiAsma.JK000501-ara1	841	الحلبي :: إبراهيم بن محمد بن سبط ابن العجمي أبو الوفا الحلبي الطرابلسي	Burhan Din Sibt Ibn Cajami	0841BurhanDinSibtIbnCajami.TabyinLiAsma	التبيين لأسماء المدلسين	Tabyin Li Asma	محمد إبراهيم داود الموصلي :: بيروت :: 1414 - 1994 :: مؤسسة الريان للطباعة والنشر والتوزيع	JK000501	sec	4348	../data/0841BurhanDinSibtIbnCajami/0841BurhanDinSibtIbnCajami.TabyinLiAsma/0841BurhanDinSibtIbnCajami.TabyinLiAsma.JK000501-ara1	CENT0900 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@literature-islamic :: GAL@period-postmongol :: GAL@cilm-rijal :: GAL@period-mamluk :: GAL@1258-1517CE :: GAL@period-decline :: GAL@hadith :: GAL@hadith-sciences :: GAL@egypt :: GAL@syria :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الضعفاء	Burhan Din Sibt Ibn Cajami			16950
0430AbuNucaymIsbahani.Ducafa.JK000502-ara1	430	أبو نعيم الإصبهاني ::  أبو نعيم أحمد بن عبد آلاه بن إسحاق بن موسى بن مهران الشافعي، الإصبهاني	Abu Nucaym Isbahani :: ʾAbū Nuʿaym al-Iṣbahānī ::  ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī	0430AbuNucaymIsbahani.Ducafa	الضعفاء	Ducafa	فاروق حمادة :: الدار البيضاء :: 1405 - 1984 :: دار الثقافة :: http://www.worldcat.org/oclc/956910133	JK000502	pri	7109	../data/0430AbuNucaymIsbahani/0430AbuNucaymIsbahani.Ducafa/0430AbuNucaymIsbahani.Ducafa.JK000502-ara1.completed	COMPLETED :: CENT0500 :: PPE :: _HADITH :: _SUNNI :: _TABAQAT :: _TARAJIM :: GAL@nodata :: PAGINATION :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الضعفاء	Abu Nucaym Isbahani	ʾAbū Nuʿaym al-Iṣbahānī	ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī	28702
0287IbnAbiCasim.Zuhd.JK000503-ara1	287	ابن أبي عاصم ::   أحمد بن عمرو بن الضحاك بن مخلد بن الضحاك بن¶    مسلم بن الضحاك الشيباني	Ibn Abi Casim :: Ibn Abī ʿĀṣim ::   Aḥmad b. ʿAmr*w b. al-Ḍaḥḥāk b. Ma_hlad b. al-Ḍaḥḥāk b.¶    Muslim b. al-Ḍaḥḥāk al-^Saybānī	0287IbnAbiCasim.Zuhd	الزهد لابن أبي عاصم :: الزهد	Zuhd	عبد العلي عبد الحميد حامد :: القاهرة :: 1408 :: دار الريان للتراث	JK000503	sec	12340	../data/0287IbnAbiCasim/0287IbnAbiCasim.Zuhd/0287IbnAbiCasim.Zuhd.JK000503-ara1	CENT0300 :: _ADAB :: _ADHKAR :: _AJZA :: _AKHLAQ :: _HADITH :: _RAQAIQ :: GAL@nodata :: JK@الأجزاء الموضوعية :: JK@الكتب المسندة :: JK@كتب الأخلاق والسلوك :: JK@مواضيع مسندة في الأخلاق والتزكية	Ibn Abi Casim	Ibn Abī ʿĀṣim	Aḥmad b. ʿAmr*w b. al-Ḍaḥḥāk b. Ma_hlad b. al-Ḍaḥḥāk b.¶    Muslim b. al-Ḍaḥḥāk al-^Saybānī	47146
0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	234	علي بن عبدالله بن جعفر أبو الحسن السعدي مولاهم :: السعدي	Abu Hasan Sacdi	0234AbuHasanSacdi.TasmiyatManRuwiya	تسمية من روي عنه من أولاد العشرة	Tasmiyat Man Ruwiya	د. علي محمد جماز :: الكويت :: 1402 - 1982 :: دار القلم :: http://www.worldcat.org/oclc/23932364	JK000504	pri	6760	../data/0234AbuHasanSacdi/0234AbuHasanSacdi.TasmiyatManRuwiya/0234AbuHasanSacdi.TasmiyatManRuwiya.JK000504-ara1	CENT0300 :: PPE :: _HADITH :: _MISC :: _TABAQAT :: _TARAJIM :: GAL@nodata :: EDITION_NOT_FOUND :: JK@أخرى :: JK@كتب الحديث النبوي الشريف وتراجم الرواة :: JK@كتب الطبقات	Abu Hasan Sacdi			24645
0430AbuNucaymIsbahani.MajlisMinAmali.JK000505-ara1	430	أبو نعيم الإصبهاني ::  أبو نعيم أحمد بن عبد آلاه بن إسحاق بن موسى بن مهران الشافعي، الإصبهاني	Abu Nucaym Isbahani :: ʾAbū Nuʿaym al-Iṣbahānī ::  ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī	0430AbuNucaymIsbahani.MajlisMinAmali	مجلس من أمالي أبي نعيم الأصبهاني	Majlis Min Amali		JK000505	sec	1541	../data/0430AbuNucaymIsbahani/0430AbuNucaymIsbahani.MajlisMinAmali/0430AbuNucaymIsbahani.MajlisMinAmali.JK000505-ara1	CENT0500 :: _AJZA :: _AMALI :: _HADITH :: _MAJALIS :: _TARAJIM :: GAL@nodata :: JK@أجزاء حديثية :: JK@الأمالي والمجالس :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Abu Nucaym Isbahani	ʾAbū Nuʿaym al-Iṣbahānī	ʾAbū Nuʿaym ʾAḥmad b. ʿAbd Āllāh b. Isḥāq b. Mūs/a b. Mihrān al-^Sāfiʿī, al-Iṣbahānī	5917
0426IbnMuhammadBarqani.SualatLiDaraqutni.JK000506-ara1	426	علي بن عمر أبو الحسن الدارقطني البغدادي :: الدراقطني	Ibn Muhammad Barqani	0426IbnMuhammadBarqani.SualatLiDaraqutni	سؤالات أبي بكر البرقاني للدارقطني في الجرح¶    والتعديل :: سؤالات أبي بكر البرقاني للإمام أبي الحسن ال¶    دارقطني  في الجرح والتعديل وعلل الحديث	Su'ālāt Abī Bakr al-Barqānī lil-Dāraquṭnī fī al-jarḥ¶    wa-al-taʿdīl :: Su'ālāt Abī Bakr al-Barqānī lil-imām Abī al-Ḥasan al-¶    Dāraquṭnī  fī al-jarḥ wa-al-taʿdīl wa-ʿilal al-ḥadīṯ	د. عبدالرحيم محمد أحمد القشقري :: باكستان :: 1404 - :: كتب خانه جميلي :: http://www.worldcat.org/oclc/122741856	JK000506	sec	9019	../data/0426IbnMuhammadBarqani/0426IbnMuhammadBarqani.SualatLiDaraqutni/0426IbnMuhammadBarqani.SualatLiDaraqutni.JK000506-ara1.mARkdown	MARKDOWN :: CENT0400 :: PPE :: _CILAL :: _HADITH :: _SUALAT :: _SUNNI :: _TARAJIM :: GAL@nodata :: INCOMPLETE_TEXT :: JK@السؤالات :: JK@كتب الحديث النبوي الشريف وتراجم الرواة	Ibn Muhammad Barqani			33512
